類別,店名,日文店名,地址,緯度,經度,直線距離（km）,評分,評論數,價位等級,營業時間,交通時間（分鐘）,步行時間（分鐘）,換乘次數,Google Maps連結,店家網站,照片資源,精選,兼類別
職人專門,一澤信三郎帆布,一澤信三郎帆布,〒605-0017 京都府京都市東山区高畑町６０２,35.007602299999995,135.777784,2.98,4.3,1577,,月曜日: 10時00分～18時00分 | 火曜日: 定休日 | 水曜日: 10時00分～18時00分 | 木曜日: 10時00分～18時00分 | 金曜日: 10時00分～18時00分 | 土曜日: 10時00分～18時00分 | 日曜日: 10時00分～18時00分,,,,https://maps.google.com/?cid=6571717359690917171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.ichizawa.co.jp/,places/ChIJgZGrsekIAWARMyWlxB5uM1s/photos/Ab43m-tg3ht57WUy4qbP9-0NgeVfKBpG0ODakO-E3Yh__3eMq9JPROrZ_w9AcBfRzg_u2Bntyx_1cGKLhwpT_ZZBdOuPUg4sdwWyfzXDuq3B_TdbDzpQC1ViyHJW1frPi3epHD2sOfvof5CXx9aeX5BB0gRvzbvF60QzCzvW_40MWjJCWjKQZfVmHjYtjOYbeAxzd1VRqQobmclv0Mj0Pjgp6jcanuB49So_xFjqSurPeb0nE0dOkBFYn2WO7WtdaBZFLzucHK894wV-GleFFowA3CV5bcab3l04lrsGYw_vyfq5d1xzC3JqPlYxJ6xUnd96fjIT9NnoQQEYKQ2JPOQIca1Nnut_VZv88a7LL3sDYPXOooS66MSV3gcUfewE4elXJsHpy80Ni76YZGnGtsKHEKQCqkAFmafvcHR4MF7odxf1sg,TRUE,
職人專門,朝日堂,朝日堂,〒605-0862 京都府京都市東山区清水１丁目２８０,34.99541,135.78260129999998,2.42,4.5,91,,月曜日: 9時30分～18時00分 | 火曜日: 9時30分～18時00分 | 水曜日: 9時30分～18時00分 | 木曜日: 9時30分～18時00分 | 金曜日: 9時30分～18時00分 | 土曜日: 9時30分～18時00分 | 日曜日: 9時30分～18時00分,,,,https://maps.google.com/?cid=10621625807384074427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.asahido.co.jp/,places/ChIJVVWBKdIIAWARu9g_YmWYZ5M/photos/Ab43m-uXUkgxfrIrqTGnB2k_Riv02QLsITlwe7RQecAehrzaSkvz6Ry2JWXqo1EkaO1ZPo72hf1jqKyqJ9wFMCKy7b4fkKm0gUj11TQ71SuS1wKqPwepQ2cjFzlK_FMHGwg7oonHdpENojvcxfNNxf10AZgUa9YSV7yFccpIq5_GhbWNOTvGch5Dk0Qp-_QYgz-U54_HmVws0wmVeBBf_Ol2w-gv_zOXw-rPeCGwmVc6-hlbkdGg1Pj5knHzXVZIe-tj13R6S3bIeodyAcV9P2Ug8jpZZ9ruky2wUhwkfWiHjS2dkVCYB9Qxmbt1_6VQYr_J6qyx6wVKX6tpAJenQ3m2nlyAlfBitaVk5TSkEjIjTp2X4CZqmT6AKVzHajrm8Ow9gHKrrT7tOq4S0ue5HeseB1Bs5AhM5wWZRd9kBIqDbdFW_w,TRUE,
職人專門,宮脇賣扇庵,宮脇賣扇庵,〒604-8073 京都府京都市中京区六角通富小路東入ル大黒町８０−３,35.0074216,135.7651587,2.47,4.5,214,,月曜日: 10時00分～18時00分 | 火曜日: 10時00分～18時00分 | 水曜日: 10時00分～18時00分 | 木曜日: 10時00分～18時00分 | 金曜日: 10時00分～18時00分 | 土曜日: 10時00分～18時00分 | 日曜日: 10時00分～18時00分,,,,https://maps.google.com/?cid=10504464041270835707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://baisenan.co.jp/,places/ChIJGxhOdZEIAWAR-_nP92Nax5E/photos/Ab43m-vhN1yR0AWgfKpxD372KqTP6Ne5s_gG1n21z7QyWfICUKiTVmsdfnObvRitEBBTqARiNm8YUyoHvi1hiz0VBmNHTeoSQJDBS4tkA1UF-p8euv8ViEIXzUdYx-MF2uu3CRFUeNs2AY631trHFpCEvr3ZLV2J807epYNikQJidbY_BtNG5M5YByjgzDABwa-NlNSo6It0bgPMVzTwRiSKmxfI_u8_jFb4WTpToOBVlS_AyIYgAgZY4qlrMM235MDhJ6wYSEUSCRXtsJlvGuK0Ew7hxVQk51dyVSlX-Cy2zeXwTQ,TRUE,
職人專門,白竹堂 本店,白竹堂 本店,〒604-8075 京都府京都市中京区麩屋町通六角上ル白壁町４４８,35.0076363,135.76558670000003,2.5,4.3,220,,月曜日: 10時00分～18時00分 | 火曜日: 10時00分～18時00分 | 水曜日: 定休日 | 木曜日: 10時00分～18時00分 | 金曜日: 10時00分～18時00分 | 土曜日: 10時00分～18時00分 | 日曜日: 10時00分～18時00分,,,,https://maps.google.com/?cid=15168442394287488795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hakuchikudo.co.jp/,places/ChIJGR1JdpEIAWARGz974_0hgdI/photos/Ab43m-vewXXXhp3jL8mkN071h6tvFCn9m5qdprvw58fpS9GQDTsej8Kyc6DwLPiDScFAIByE5R7Wq6C0hDNEljE_eTXgABPGr5durseO4DSPh36YQq4diZO1n_p3N_vEdJ-Q7rShWEorzTOTJ-1q2ydyRhhE6xNPSNluv7JJHe4Zdk6OgFUnPW06b7cPBPjjZ-3ZJjX1dV8CgWJmBVL5eEEnlM66Yf2hwZa-NQMQLAkeEH5nurr4ZYb0WE-Fc0ELekapbk16NpB9HREelKP195zoi-svcPGm47LRgIXjTqeaNQJORUq1CIUax6djPMwaJoi6lldo-dlEFjIjHBxtroSEGx1JVpbIk-Qd0pLi3TaTRdx7jYgObAN2PCTWa9RcBKlkvbrx7QAFs48reYdvTWX6g6VBe7Z7huxILdwxLHsOaBI,TRUE,
職人專門,中村藤吉京都店/Nakamura Tokichi Kyoto store,中村藤吉京都店/Nakamura Tokichi Kyoto store,〒600-8215 京都府京都市下京区烏丸通塩小路下ル東塩小路町ジェイアール京都伊勢丹 レストラン街 JR西口改札前イートパラダイス3F,34.985124,135.7580051,0.11,4.4,1003,$$,月曜日: 11時00分～21時00分 | 火曜日: 11時00分～21時00分 | 水曜日: 11時00分～21時00分 | 木曜日: 11時00分～21時00分 | 金曜日: 11時00分～21時00分 | 土曜日: 11時00分～21時00分 | 日曜日: 11時00分～21時00分,,,,https://maps.google.com/?cid=10434647518710591211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://tokichi.jp/pages/kyoto-station-store-page,places/ChIJKRpFOpoIAWAR6-4nFaJQz5A/photos/Ab43m-sXyA3Ha1F9Wrl9v2ZievUqWy7KfZYnPzDPBRKq6YVly1krrOApanC6As4Lz9t0_i52ABapL-jynUv7eUbD0pvtgLfTtJ2HO2-2GYQc_2WHV0tS-AjUNa7LWjQ6TlIX8fHMeWvx3q-I9efDjadNtuL0jimXT0WOhwy-Vl-azgVrj_Wqb2nQALQyUbMVnq8WETosCufNeTNKCbOjLhknMoVLG_mWMX-K-Ecp52759T-gGpyzCNshW6FrWP0Lwkq16At-w7ucY_lBvF-J8Evj0zwVvtb_AGpJ2mYSPm6pVESd6w,,抹茶甜點
職人專門,京都伝統産業ミュージアム,京都伝統産業ミュージアム,〒606-8343 京都府京都市左京区岡崎成勝寺町９−１ B1F みやこめっせ,35.0132124,135.7812074,3.67,4.3,749,,月曜日: 10時00分～18時00分 | 火曜日: 10時00分～18時00分 | 水曜日: 10時00分～18時00分 | 木曜日: 10時00分～18時00分 | 金曜日: 10時00分～18時00分 | 土曜日: 10時00分～18時00分 | 日曜日: 10時00分～18時00分,,,,https://maps.google.com/?cid=11206146744739326561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kmtc.jp/,places/ChIJERU18uUIAWARYWoWdRc7hJs/photos/Ab43m-ueDYy7pdwXw27XmksY2yuLCdAbpbOpRkiPbMoEefob4W24rDaMdLF-qodgUHbMAB9CppTMDzS5BdLXJlMi4tQBErVYPzLI99vOmZ_vg6mfbOUlDW6LO9LjCt7zPug5oVWadAF_WXdDieU2rqzM_nc_L3kJFZLxKi4W-iAFx2_Kv2pFLvTrgjgYuCkdB8c0s8t3lD3ypTdpKMkoMUNyHCQbG-4QBIeB8xEMYNrdYLH8YnmfiqbHNl17xmikyvT-pUznoYb8eN4jDxPt5fwnV3Gx_TZpG-gIETlJFbnKqUlGfg,,
職人專門,村上開新堂,村上開新堂,〒604-0915 京都府京都市中京区常盤木町６２,35.0138031,135.76749619999998,3.21,4.2,708,$$,月曜日: 10時00分～18時00分 | 火曜日: 10時00分～18時00分 | 水曜日: 10時00分～18時00分 | 木曜日: 10時00分～18時00分 | 金曜日: 10時00分～18時00分 | 土曜日: 10時00分～18時00分 | 日曜日: 定休日,,,,https://maps.google.com/?cid=2199622338666218459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.murakami-kaishindo.jp/,places/ChIJXwGyOIwIAWAR28M26Nyghh4/photos/Ab43m-vdSpoKWrbKm-hScGnu_Qh0K7V-GYknH6ORGo-YQZ-0jsCJSr7wkbOQbCYwv7x77tbPluzrTT5PenBLm8Q_Byi4nYi0joXoBXdHziYpwWEIMVOynTPL4QD4sBJ_iAMuZwPrhpw8SMAE31pinCKlbC4Mr4e0OqhqqW5XziaMBKmn-n6t4xFnpdgnwmjAuPGvWeGpAj4-mTjNtPufMWyMGSbSo0ze7JeL2rp71oIALJPD1LwuiVIZy1IuBqxd8nC3WtEMqo9F2hpwjIM1od1DMuWCPZPJmYjWTw6mJZKygD3B8g,,
職人專門,うなぎ四代目菊川 京都ポルタ店,うなぎ四代目菊川 京都ポルタ店,〒600-8212 京都府京都市下京区東塩小路町９０１ 京都駅ビル １１F１２０２,34.986035799999996,135.75899809999999,0.03,4.3,636,,月曜日: 11時00分～22時00分 | 火曜日: 11時00分～22時00分 | 水曜日: 11時00分～22時00分 | 木曜日: 11時00分～22時00分 | 金曜日: 11時00分～22時00分 | 土曜日: 11時00分～22時00分 | 日曜日: 11時00分～22時00分,,,,https://maps.google.com/?cid=4159654193280173977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kikukawa-kyotoekicube.foodre.jp/,places/ChIJg43F8WcJAWARmcftMnMPujk/photos/Ab43m-vL46P4JGeA2zp_Eue9DEre1XOfy4b6RF5S7UbV-Z_ebbMiDgnl9OS-_07SQiF7b_uPa6SxoBVj6crGs6HjeJ7TW7p9BAQFri2A-4quBxV-kl-fTNBEpWq4g1l433tC5CKBl-hQNDRCZv-qqsYaaDiFNpFTtvh828NpukKecdqH1dGQqwBKObFFfJBmpWrUrZEtvVtXPdgIKdpBuLhjBzfJaqaUiteE5Mf95jcE3MeEZQcMoYBcOYlTkWHq_4-uaqixmTYa_6Q7sD6en9sfht8z3lj6Nl4mlIXBTfku77hhW9m4cX7xpjuknPCXHLizh33jn_J2FxEEjh15r0_eOzkJr_No5lEba3CfAS4q4sjTF7m0W9TDJLay4TuzQ7d4t8X8a7nmELipgZ0GokPz5MLXvSxBPDixkg7Nm3eaq9Sg2gZB,,鰻魚飯
職人專門,京都一の傳 京都髙島屋S.C.店,京都一の傳 京都髙島屋S.C.店,〒600-8002 京都府京都市下京区四条通寺町東入御旅町2丁目３５ 京都髙島屋S.C T8］ 地下1階,35.003525499999995,135.7682587,2.15,4.3,627,$$,月曜日: 11時00分～20時00分 | 火曜日: 11時00分～20時00分 | 水曜日: 11時00分～20時00分 | 木曜日: 11時00分～20時00分 | 金曜日: 11時00分～20時00分 | 土曜日: 11時00分～20時00分 | 日曜日: 11時00分～20時00分,,,,https://maps.google.com/?cid=9315054708013379579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.ichinoden.jp/,places/ChIJ22cJH5EIAWAR-693Vue4RYE/photos/Ab43m-tdlceHT9r64UDS0vDs-YbX4CuO_KimEa4u3aFun7XrDvfArxPbw5b3qtz4xnKujEPb0jTuAtlyQxVWA3G-xdxB6dCO6-8xUJkWzEIQYgvUvQd1WuoBZ2SvORpwJ4BXV30OhgjXgdU-m11HPkh2z96rXQMgrMiov3NGIHzBoCYkemZ0-Cnn6kFFQTp6_spzUJuAToX6HTEQuzb9ig8NJqqHnHe7G_u82JWZym9BGCap-rS-2B5417b9fUx33CuRu2pr7WprJD7BeMN-Q2_DQAjnGKI5sQVWIl09YlM-4uZtFdAOjRbIIyRGJeyodEPMllj8LUSQrl_p0DtEa9ikq1iWGumnNjdGvgxJ682UsKSSUQOGm4QZRIhmR2-f3m1yJgTlxWOX7wu46f7ow7AuuMCWnzztp3NORSptewrHZfA,,
職人專門,亀屋良長,亀屋良長,〒600-8498 京都府京都市下京区四条通油小路西入ル柏屋町１７−１９,35.0038342,135.7529822,2.07,4.3,616,$$,月曜日: 9時30分～18時00分 | 火曜日: 9時30分～18時00分 | 水曜日: 9時30分～18時00分 | 木曜日: 9時30分～18時00分 | 金曜日: 9時30分～18時00分 | 土曜日: 9時30分～18時00分 | 日曜日: 9時30分～18時00分,,,,https://maps.google.com/?cid=12903626282655352517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://kameya-yoshinaga.com/,places/ChIJY4ZVSZ0IAWARxQYR3LzjErM/photos/Ab43m-tyTmsRBhdHwDPwoVqTxzKvp0LACqqjZtbsFolSeo2yBEy0LpQycigbNxjtCbvBKFvs2zUYON9TIv9rJQelXQ4z6OOSVDYRTtjN18Dg6ytzahQKmHTLrp7QmBTwLs6teAfFfXMiHsZp1rILoie9KP2g0xKLqMqTKTgUS1K11lWXG2vmyNJSTOS-OO0ecIcKnQErGrBO-rYkP2C9e-nHxJrXswB1rghVY279JxV5g_jmASSDKILbVIXjBMWKC8kDpe6izhCwzoilnYQ9Ai2QO9VaUerBV4tQVHlLtLpCnCiTAg,,
職人專門,永楽屋 本店・カフェ,永楽屋 本店・カフェ,〒604-8026 京都府京都市中京区河原町四条上る東側町,35.004159,135.76952799999998,2.26,4.1,586,$$,月曜日: 10時00分～19時00分 | 火曜日: 10時00分～19時00分 | 水曜日: 10時00分～19時00分 | 木曜日: 10時00分～19時00分 | 金曜日: 10時00分～19時00分 | 土曜日: 10時00分～19時00分 | 日曜日: 10時00分～19時00分,,,,https://maps.google.com/?cid=16226147794155659864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.eirakuya.co.jp/,places/ChIJG9mRE5UIAWARWOKi73LbLuE/photos/Ab43m-tOB-ggjhNJ4cLpLiVcA2RpzYQ-a1bxuPZxx3Zr1v3tYW9ajhNigwvzCbVE93Zhz4Xa7UUpR_UPAzVu762xHUKG3lExq9UBIjzdBy8nLKXs4rOpUiINhWxPQ1Q4hFUHzM9PcVkxll6Oy1r2fC0_-ivJCMvI--iEOSjPxpjN8sSndPaklix0EPSTkEGaJgsGFV9iHS0v9vyT_HuGpXqB431IMU3GDCTvOIohQsIo0WxTrUG-frIK4RcI1X5jJ4yRarOACt5I0enKHGwSz8rVqpAPfkbs0rfEPs1LDRpCmSZP7w,TRUE,抹茶甜點
職人專門,Japanese Taste,Japanese Taste,〒600-8214 京都府京都市下京区東塩小路高倉町８−３ アスティ京都 1F Asty Road,34.984650099999996,135.758366,0.14,4.9,559,,月曜日: 9時00分～21時00分 | 火曜日: 9時00分～21時00分 | 水曜日: 9時00分～21時00分 | 木曜日: 9時00分～21時00分 | 金曜日: 9時00分～21時00分 | 土曜日: 9時00分～21時00分 | 日曜日: 9時00分～21時00分,,,,https://maps.google.com/?cid=14940030873037351348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://japanesetaste.jp/,places/ChIJfTKoAPgJAWARtKnCYOymVc8/photos/Ab43m-uDUtUOUJMLTlAMbx0nZGI4wbsh8UH6pWUaXxkGiCEeq_Klo7W5O3oyasvnM7Btvq6M0BjD_4IG5Dux_J-kaRXZdykuTMDDNtcSKj18esMWmM8DcuLa4f4DDF3seb3pzCaNNvzDqp-9oQcsj76oVxQ9rtA0Ou6TTUnL_TMXMkWCYBOLxj0e2oLGjJiKOAgusdRIyGsrP9bZKN8agR-RR8vKOpocW3-Vj2O_cBB5xWQzElKqqlUrD7MW2WD56DiWR4UKrHbyDFf3Wgjjjx12KLbwjMwMz5VLQHIyU0eSf6G5vA,,
職人專門,七條甘春堂 本店,七條甘春堂 本店,〒605-0947 京都府京都市東山区西之門町５５１,34.9894114,135.7709188,1.18,4.2,481,,月曜日: 定休日 | 火曜日: 定休日 | 水曜日: 10時00分～18時00分 | 木曜日: 10時00分～18時00分 | 金曜日: 10時00分～18時00分 | 土曜日: 10時00分～18時00分 | 日曜日: 10時00分～18時00分,,,,https://maps.google.com/?cid=421626208561829771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://7jyo-kansyundo.co.jp/,places/ChIJVVUZ97UIAWARi5dShc3q2QU/photos/Ab43m-ssooP5712Y0_w2c_Ev6Ap1-WZaVC4Jx4_iVVwhmkZ52_98ZQHe1ouv8yxbWoNztsYXPVTn2shbY_iXqE1PguGCJZlXjl9PyRZ6PiCpGRfBRo9CDjA0K4xZSaGbKD2P3zfs0ZWtSHScayKcfve-c8_GnFluzNQ3uZTl2FIs7ZZLx3nMHYm8p2bdklztAxbowC8kn_QnSLejQS4slYlmgkfdtybZUSbsRtw6t5JudzwdQzi4L7sFMAV6sqzKtVcaaYgh9PawEpRk3tt6pwTkBJMm8_FZsGMcXu_coiDWzg3mhBKoanI-lic2WOzBGeRyvbmBAh5CnCFdXM6hNk7WFZFPEwbFHawcg7yBrPKHh83Rn9P7gh0JzID9PUb8soXvz2ElisY4ayPbklKIKHJfPx8TOs-eGGUmU2f1gDRSkT75zQWu,,抹茶甜點
職人專門,志る幸,志る幸,〒604-8026 京都府京都市中京区西木屋町通四条上る西米屋町入る,35.004245399999995,135.77000049999998,2.29,4.2,397,$$$,"月曜日: 11時30分～15時00分, 17時00分～21時00分 | 火曜日: 11時30分～15時00分 | 水曜日: 定休日 | 木曜日: 11時30分～15時00分, 17時00分～21時00分 | 金曜日: 11時30分～15時00分, 17時00分～21時00分 | 土曜日: 11時30分～15時00分, 17時00分～21時00分 | 日曜日: 11時30分～15時00分, 17時00分～21時00分",,,,https://maps.google.com/?cid=17587566279459231605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://shirukou-kyoto.jp/,places/ChIJZ6GeP5UIAWARdVfOJlmWE_Q/photos/Ab43m-t_CGHLk5JPzmJV81okJ8Xr1Bl1_5cZ2kjGWZYxfC2vStCKZB2NMEOgVStGctkEgDP1T_CXXifGNArtV1NHSh_NbZkTewzLHhgZLHtc7pgt_RWlnGPjoa46hHuQ9qOe_3rJBnL2LKnVg7fyKx-SFhbBO_J_avglElZNY7BL8fESvDHC_F2nl5VnKl6-IkqXXLkvhX7vj6XtkHA_9g4MCJi5VVFN47rQBdfLqCISiDpwHCuCc29Rv2C2k5IIJI_fHcqKt2vwBvA94siBWhTyImfzmSyo2ICrr-zn1RO2bTOIdv7CRBQEYeJATGiOUCNyO3osZJ-DnDuuuWfXbUgcezI7rSsgMQIgnANwKletAq_CXKKPi2aiKBKz2K3S1LIxqBBF_5h8NOv4v4-N93E0ST9EHjlZA5FXw6j4vmiU5W_bkzBwdr_d8ave16wsymC4,,
職人專門,瑞光窯 京都清水店 / ZUIKOUGAMA Kyoto Kiyomizu Studio,瑞光窯 京都清水店 / ZUIKOUGAMA Kyoto Kiyomizu Studio,〒605-0827 京都府京都市東山区八坂通東山区八坂上町３８５−５,34.998371999999996,135.779149,2.32,4.6,376,,月曜日: 10時00分～17時00分 | 火曜日: 10時00分～17時00分 | 水曜日: 10時00分～17時00分 | 木曜日: 10時00分～17時00分 | 金曜日: 10時00分～17時00分 | 土曜日: 10時00分～17時00分 | 日曜日: 10時00分～17時00分,,,,https://maps.google.com/?cid=14810001486017626037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.taiken-kiyomizu.com/,places/ChIJ-0INis8IAWARtX8WgeKxh80/photos/Ab43m-uPkD_BlPYpv_efUWn1wqsVFfa8QCDWUT7SRf0zjfoEa1r0gWP0CxT73yLClLy2AcRzivllh172hE9h7nfuB7HuXm4tMNrbDuNYJqOx8LRsovtDCENCGoqG2s90J4BBKVP0RgJUl_wAw9sk3LS0iM4hjEIDZAoVGHlj1uCAk5H1xMmSPCetRflpAfBG5oiJ_iYa7XYO6H9jsVetMohmi3n6_PlzPFFRXsqfIT3-dXYK2nEQggjmr5NKjlVV-mNa2SeoF14qLUx7onk9jLj7sXh4jM547AYHEURtdJmiDP9JpQ,,
職人專門,伊藤久右衛門 京都駅前店,伊藤久右衛門 京都駅前店,〒600-8216 京都府京都市下京区東塩小路町1F,34.9874752,135.7581327,0.19,4.3,330,$$,月曜日: 10時30分～18時30分 | 火曜日: 10時30分～18時30分 | 水曜日: 10時30分～18時30分 | 木曜日: 10時30分～18時30分 | 金曜日: 10時30分～18時30分 | 土曜日: 10時30分～18時30分 | 日曜日: 10時30分～18時30分,,,,https://maps.google.com/?cid=4208938871638740895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.itohkyuemon.co.jp/corporate/shop/kyotoekimae/?utm_source=google&utm_medium=gmb&utm_campaign=itohkyuemon-0003,places/ChIJ4YuMFq8IAWARn09clZonaTo/photos/Ab43m-sSho31DSIs6XQ9vRI58Xi2FQsne-rlzjGH0U3P8N974JxNDJ8RZVhrRq2W1myRHoBJ9L-fe7T6cIs2ejBdBc5oNYpwCI_KJ5LCiyAdr2RKO3p5mV2XMQPj0s7Ua4RcPthX-NHmnLGxu8sa9bSsxMHPw2izWNWH6q2k_TJZkBQe6WS_aYxmmMm4TezR0wxnX8iEJjeTDDUl-n5KY_GsGUOTQo6zf1OzU5P1soUHa5_S0hvY2c9dXkIxAjNnFQhrZajWNePjRWquorp-D0yVG-anVEgs_cdF-KWfwAxSeWky_w,,抹茶甜點
職人專門,京都おぶや 京都駅店,京都おぶや 京都駅店,〒600-8216 京都府京都市下京区烏丸通塩小路下ル東塩小路町ジェイアール京都伊勢丹 レストラン街イートパラダイス 3階 JR西口改札前,34.9850936,135.7581041,0.1,4,294,,月曜日: 11時00分～21時00分 | 火曜日: 11時00分～21時00分 | 水曜日: 11時00分～21時00分 | 木曜日: 11時00分～21時00分 | 金曜日: 11時00分～21時00分 | 土曜日: 11時00分～21時00分 | 日曜日: 11時00分～21時00分,,,,https://maps.google.com/?cid=11975010257152426345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kyoto-obuya.jp/,places/ChIJvVmaPFIJAWARacE672HIL6Y/photos/Ab43m-sIuVv5eFRdg43whWPVdLhyNh4PPdAf-PBl1IZWrQ_TTKgPChjH6jqbH8l1fpuDMCWOK38-9am0ZxoeFKVZrx6LCX0PRA3RyNdlwux4gTp2sC5diWscRKM2lLKkJceZiKjG6oghVuwLYk3IBtf3VmESFXSZ-FPrvaKkvIMQ2UAFCtrCMSWye_36304tJlw1DEztESjcTaq_Lt8co1XgXZTZygArxTsxNGkdEbW8HQ1QB8NvOkzaiZsIbMmYRhkPdvlJCqHp0x2NHUxuWWPVJ8mnWttCSNbv7Lk_6COBsEwHWDsG2dxxRnXK7gzvPxclc4KOTX9OPzJ1_JrkDpfmGmXYGkDWitdNzeHkBNAjnp3pPurGX-1e8bGhJUJeu_fte9rodbifKC_MmlGKZZqozVXZW6tSWPhKu7pRhx5bCim8I4HW,,日式早餐
職人專門,京都絞り工芸館,京都絞り工芸館,〒604-8261 京都府京都市中京区油小路通御池下る式阿弥町１３５−５,35.0101022,135.7537074,2.74,4.7,293,,月曜日: 9時00分～17時00分 | 火曜日: 9時00分～17時00分 | 水曜日: 9時00分～17時00分 | 木曜日: 9時00分～17時00分 | 金曜日: 9時00分～17時00分 | 土曜日: 9時00分～17時00分 | 日曜日: 定休日,,,,https://maps.google.com/?cid=2618184614122925895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.shibori.jp/,places/ChIJnaqbvYEIAWARR68w6QipVSQ/photos/Ab43m-t2jago8_hLbVpzbzu7HhV3EmBZS_VzP-18LAGMpfNlcRhrlQ3-pM7BH-uioCjYOdPNAYKQStqyPz2ROHuG25HAnLZOUI5XPZSWz5WUhyCcvwg8UCPkQt5kEDyKh3FYiAW7_UVnbbrhMK3HDAfrmUBSbm9MBSeXvL9OUm-JHNESMjYqf14uNZLsB17D3RmBs6OkCwRw7za38xoQzG1PnVkOgIt39SlHntCcqd2w_G4P3eVsIl9hExYC5NqkclfyDWvKxSSKKwOilSNjNU9zr9Scb5B38YYvW6UFJbkCiU1GVonUK6Wjg1wz0AJYmOQF0YRl0opXFnRefq4j5Pj-My0lmhq5Y2rv07LH41oBWEWoP7Z-iE9cuFT2YkypKCOMaoA1HjovlM7KBE4qx1smxf7JvdYG8DO78b3KmynNxXrBO6HWtU6yewsZALtLSqlK,,
職人專門,柳桜園茶舗,柳桜園茶舗,〒604-0935 京都府京都市中京区二条通御幸町西入丁子屋町６９０,35.0137877,135.76620119999998,3.18,4.4,284,,月曜日: 9時00分～17時00分 | 火曜日: 9時00分～17時00分 | 水曜日: 9時00分～17時00分 | 木曜日: 9時00分～17時00分 | 金曜日: 9時00分～17時00分 | 土曜日: 9時00分～17時00分 | 日曜日: 定休日,,,,https://maps.google.com/?cid=12989927783955761230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,places/ChIJHQfcoI4IAWARTgip9H5-RbQ/photos/Ab43m-vAOIpppiw1L72sGWIOAHhivbXopLoud0OYc9E44_9-vGigMZGf-rTrvmVYi6qbGl_IWNLi3DUWvTYxf3oyCX67r0X37iR4x-aRV-muQuY_dY8cqAT_V3zM8xYSAaMOdCosfSHMmnpRhA69IemNtZaQGJ7JHweaKGPCKbPd_F-hrBo0tnPuovZZa9kXuIAJ0gxOK2cZw_oKJmrnO5NopMhMmJ84KHx4dxs54fIvi0a_oQ_EEq6m1i-ijRZScKQBRS-3xK74m137Eft6J2rs6OgSlDSs3IkneqEiQvSVKGFPLScSuvZbgOyg96ghitSaUUWC5xaPXhUhvXvgroCK-mhr7kicUmjj48cV78rNWB7CsYGBWuBAF7DyqlWv4YksqplvDuIEvJbQ1cL_8Blk0zbC4U2HuUO3JtOkJIrfSqMqBg,,抹茶甜點
