類別,店名,日文店名,地址,緯度,經度,直線距離（km）,評分,評論數,價位等級,營業時間,交通時間（分鐘）,步行時間（分鐘）,換乘次數,Google Maps連結,店家網站,照片資源
神社,閑院宮邸跡,閑院宮邸跡,〒602-0881 京都府京都市上京区京都御苑３ 国民公園協会京都御苑,35.0180806,135.7602477,3.59,4.4,346,,月曜日: 定休日 | 火曜日: 9時00分～16時30分 | 水曜日: 9時00分～16時30分 | 木曜日: 9時00分～16時30分 | 金曜日: 9時00分～16時30分 | 土曜日: 9時00分～16時30分 | 日曜日: 9時00分～16時30分,,,,https://maps.google.com/?cid=17315561428816745417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kan-in-nomiya-teiato.jp/,places/ChIJq6raGX0IAWARydMTs2A7TfA/photos/Ab43m-thGft7pHRPfeom5EtfMgxvEAFlvmcIJBdNGEPMY3GvTB6trE83j8bXLfKyIClipADGOOwzrzdXwaRjljWyEp4cM48EL63Sxk3yGgd6Ej413OQtJCLr61z70NpUctp1zzOCBnAKZ1cUll_rZo5GKrBD_ABXrGp6BHhaWNwbc9P11zxzgzzIIfkQBpSJvply2o_OnLvIzQNouQJN208UBQPxjY3mM3-P7_CtDDMUFFbwZ-kHE8BWiuUyk01s_Vuru8S50Ib49wvDoWtBg2DGuE1yYHuDNwCZWaJEdqrrhCxRwgFfUZUqc_jav61WUBzSYhn-63W9OeBW5zwjFo_LOIf2ALv6Un0Hx5uNmseD-ce78d9BYZBc_Nla7FB6_jTLOQdHiBGxF4W0xpnbqeW4UbVW0Ipn64HYrKxYCHk2_Uex6BE
觀光景點,元離宮二条城,元離宮二条城,〒604-8301 京都府京都市中京区二条城町５４１,35.0140379,135.7484258,3.27,4.4,41655,,月曜日: 8時45分～17時00分 | 火曜日: 8時45分～17時00分 | 水曜日: 8時45分～17時00分 | 木曜日: 8時45分～17時00分 | 金曜日: 8時45分～17時00分 | 土曜日: 8時45分～17時00分 | 日曜日: 8時45分～17時00分,,,,https://maps.google.com/?cid=1183188145859604271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://nijo-jocastle.city.kyoto.lg.jp/,places/ChIJC5srCtQHAWARLy9qkFmHaxA/photos/Ab43m-vGf7aZk0Kpr00L2dfccmOdg6lrBc3nRSNZSp_FQJ_Ny_Iw50kxI5VwpWolea-XMZvzAAPA_VWe-J0zs50tCk-V0VXiy3x_P4UMmYXHWqlfWOV717OmnZgnztU3bIe5RQWVwpbdu4Zezzz3ZuiglyKDg7E0PKkJQVGVLW1lYXyuNdlMRcMZLKGeyNhplD0aFFzdjnShox5CkW98N_BNsQW79E8oszmnNUIXUMhXQgdS3yhPoyp01iNI3w2I_h2Ixim7LEhI4UzTEEtXe2isuiGphzi98MdSUgYv6PlSnKA_LbBHeU-RmcyCAvLL7o2pE9xAJsanAO7-UKOuabkOYk162kDx_1ysg9d8IKUcOhBuKVztMkUmBwS91o8Eg5o7n2WAklWIHTwSJGXgqUQUWXBC8Hcc4q1jBevbn9FoZD5goA
觀光景點,桂離宮,桂離宮,〒615-8014 京都府京都市西京区桂御園,34.983990999999996,135.70957199999998,4.49,4.5,2512,,月曜日: 定休日 | 火曜日: 定休日 | 水曜日: 9時00分～17時00分 | 木曜日: 9時00分～17時00分 | 金曜日: 9時00分～17時00分 | 土曜日: 9時00分～17時00分 | 日曜日: 9時00分～17時00分,,,,https://maps.google.com/?cid=5324769514712559736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kyoto-gosho.kunaicho.go.jp/katsura-rikyu,places/ChIJ83xvU_cGAWAReHBFa6lh5Uk/photos/Ab43m-u-drVM3SDhjVEz_tG_3SjaQumWDYN6K5pb3qWmzNgmdKctk4kqgJhQSj1rDUkgdlNGBfMeyL47NXJU4ArG0lZ_ARQynTkllZLBh2kywBCReQofbLy4efvWurCifURAxuIIig0UZgcrKRH6mB13vqhE-3EX55Jsp5uLfHPt_WNT1V4QZaFJBXNi1Vg710STYx1JgcsxV8N00hu1bqhCinOPPxK7DIryxoODBi9l5omX4zv6MJqYKR5BLZ0dNH_37j8PZKC5of4QnkVi6lF8Ag6NgiggTBZ6_5owrI8RyO1LFknTYTt4RcNez6L-hwvk4tsWIhRGa24I5RZrlb0CzoIP2eUi91BBzg4idAKnqMwCWmGW42ZyuZFDt-KY9EM2VuhPVzku_HEHL14MNXxuqk6UOU-U2ru77dmmOfkJacNWW7w
觀光景點,水路閣,水路閣,〒606-0000 京都府京都市左京区南禅寺風呂山町,35.0105815,135.7939463,4.22,4.6,769,,月曜日: 24 時間営業 | 火曜日: 24 時間営業 | 水曜日: 24 時間営業 | 木曜日: 24 時間営業 | 金曜日: 24 時間営業 | 土曜日: 24 時間営業 | 日曜日: 24 時間営業,,,,https://maps.google.com/?cid=4625618325317478481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://biwakososui.city.kyoto.lg.jp/place/detail/32,places/ChIJMbbaPUUJAWARUegV-1t_MUA/photos/Ab43m-s30YmeQDZbmpWdNROcsUTtV5dpAFKyUunaW5MVRXtbT0ovuDD7Yb9IjfhuEjrzCbOrxZI0P45AWdIQIY7fYQWBW_6FlxGYwb4HejdmnVlwHTf-3hWU7o2f5TMNW298BDfHJkV6xX1JUhkyog51vMwY5GK372SJkojQdEH11gE2dPGNLDxnwDFVjZn2ZHDvvbAiCRUa7yhzBcDFCq4Yl3OIOrgPdJfMI9SGtLvlRIsW2UtnNuEUhlKJdaU-MgS-JxY_L2R7UC5FXtzdKDdl7UDzXDjIsUr9dm529ykghIMhjBFVnOclq0dHmjksfvKwKjPtVejap1GGRJXU95CgvheAB2AexJIe9H79HM7agU-LJ2lxj7_oOWfvZrbULSRi_PRbUsBTm4U540newd2pey-3UzdKbHQZ6pfKrQ0krJa4UQ
觀光景點,京都御所,京都御所,〒602-0811 京都府京都市上京区京都御苑内,35.0240977,135.76214360000003,4.26,4.6,1509,,月曜日: 定休日 | 火曜日: 9時00分～16時20分 | 水曜日: 9時00分～16時20分 | 木曜日: 9時00分～16時20分 | 金曜日: 9時00分～16時20分 | 土曜日: 9時00分～16時20分 | 日曜日: 9時00分～16時20分,,,,https://maps.google.com/?cid=8944354417040377478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kyoto-gosho.kunaicho.go.jp/,places/ChIJBemVXAAJAWARhkbj_PO6IHw/photos/Ab43m-tRC225r-A32gwZ2V1_64RgKDo_1pi9zLDuplJO1SlXFR-FJv6oIA1Hb_Uq5zpKCwRQSYh00xWGCCMj14NuOY9iy2RIcgFyH37VW9caQwmYBQ9Cpz01AXJnmlT7zaMwflXhG3ZHFi9PbqSVqIU3I2E82Lx1Q29tfpYjUMKAbuveD1THmGfBWLtHGQ8v7xgKZpGvn4Vo0S8ol41fz9qQdb2DqY0kGvtTeovzRCazMPV-A6M7v1_0srX1OkRzBjLtAvVKXjjgC8cZrZhJmoy7Ss206AyFmnxBfmAG364n7wk_zKaQy4NPCKEzevhhVMrh6EK5C-pKDQnwdE8yRjfdsx8KeS-0rpiL3rRcwNtH75apY7WJTw9S8DqQOvpW4GHAdsVU1yxChrjJJr6PTGPK9bBnJ_8qhvO1l2ULOtj2fys
觀光景點,京都御苑,京都御苑,〒602-0881 京都府京都市上京区京都御苑３,35.0230617,135.7634452,4.16,4.5,9694,,月曜日: 24 時間営業 | 火曜日: 24 時間営業 | 水曜日: 24 時間営業 | 木曜日: 24 時間営業 | 金曜日: 24 時間営業 | 土曜日: 24 時間営業 | 日曜日: 24 時間営業,,,,https://maps.google.com/?cid=2273044684804786517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://fng.or.jp/kyoto/,places/ChIJHV-OFHsIAWARVQlhBBl6ix8/photos/Ab43m-uBwvBxyBA5rNBQgLMDJ4v3XCfqNhT4j_WoEuicuBqDk4N_KmfzZWtYIM0FNaH1sxcPAf4_UiOLYrIo9515tsNfozw3TaO9StuTfJWTSt7C3VXjDxusVxIiUnq7Yg12ouJWTSGACAANlk6h6xyi201aoc-AEEEWueo7Qs6fUD_ZOIyjGLrCke-ql7iLv-6jGZfkbAH91PMjbzOBm-Z19NHn1UnYZz03dXwPRifEC-bIdXQy5mZ0pASXF6ZsvcNmWy0JgROzlp7gFWdnrfxbjs8BRoLtI9yfWumHcCo8Rf4hJTKQuCJHnvMfes85_oFpeSRs50xF6YbmMeUSDjkbfwlPU9U-ceN9G_ZUNjazHadvDFxVZr1QOs9OPqs8hjNmWwZhtyqwCAZlfXF2NcGIQ1-vMqewnz3PHtlE92W5jDOfGKKz
觀光景點,近衞邸跡,近衞邸跡,〒602-0881 京都府京都市上京区今出川町（今出川通）,35.0282434,135.76176139999998,4.72,4.5,175,,月曜日: 24 時間営業 | 火曜日: 24 時間営業 | 水曜日: 24 時間営業 | 木曜日: 24 時間営業 | 金曜日: 24 時間営業 | 土曜日: 24 時間営業 | 日曜日: 24 時間営業,,,,https://maps.google.com/?cid=1632760772915271486&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.env.go.jp/garden/kyotogyoen/2_guide/map1_sidare.html,places/ChIJLXr0MG4IAWARPpfOsEW7qBY/photos/Ab43m-tkIOH1H1oLNacNKkt7u2y1jPE_H2lFX1vuqU-xv0R9sPk6ucs2Ez4cHi5enBLIxmjIW43bNOPfS5Ay6uu04HyNKJXnvUXnyb_FeNDJ1rcxGPQS9pIA79ZFDbJTWKtKYur-XhV9FVFxUlxHUgRuPGLH4P1S-7wBnsE6ffA6szynErdZKbI5YyLaz3AoKss-98N2-1WuS8PU3VLIw7eu6mWzDBk9iFL6yHuJFFkgYDmpvhchnZaaXAjcBTPz1P8UenmeBzyRzgGvBvmoe9Mwwdgj0JWQK36Xh64gMlANOVW1nvIJCnsHjkFoB4Y0A-eAAGLRVOUMC72P_ImP6xdloOgDCf60YHqt9aix2mfipLhY36HWJUKCjwHLkOPBaQUWggxpNwTP0vA2BEhEUqKZykmNvQfRxioIXmDGlfYawikY6kWs09jzym-juU9kXm3N
觀光景點,修学院離宮,修学院離宮,〒606-8052 京都府京都市左京区修学院藪添１−５,35.053756799999995,135.8003498,8.45,4.5,1441,,,,,,https://maps.google.com/?cid=8259146696672455394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kyoto-gosho.kunaicho.go.jp/shugakuin-rikyu,places/ChIJTQ1m18cJAWAR4qoAaylinnI/photos/Ab43m-t6cRY1VjlKacpdZrhK3XL4FuS4VNg8my3dzSmi_kwQZNbCreGfX7sIrH5SLRk0-T8_jAMf4ia12BbZZs6BH6yjEalqKWK7w0DzKUMA8T8V5-Pjjc-a-H4kbn-5BFKGDWxRHlRi3jGBQ6R2v26qH3ajqFUMBs4THBt9NY_gFCbTukh1QUZTWizN40wWW6squ5ayqVp-YD4oGS8baIlES9XgRAZg2Oxut-UIxJt3x1V4FP3oFEYVbCeOjz2ByT3qqsG8GX8hx-fbciTzn1Yd9UjuJMn7EnQWjZ0MFVacMmDxqsRLkLBhCxuR0uAvzCD89VcsU4sKzs0xz2xDdHON7tbskh7EGlB7mjzTcMZ6agVHXM4f8MyK6vdeDvATdcxUrHJOFDVeTLpv_V1xYR6Md40n1c0oZRuu3SuL18ZdXVkIn9JIjfE0vD2l4s8JgQ
觀光景點,宝が池公園,宝が池公園,〒606-0938 京都府京都市左京区上高野流田町8他,35.05661010000001,135.7843869,8.21,4.2,1101,,月曜日: 24 時間営業 | 火曜日: 24 時間営業 | 水曜日: 24 時間営業 | 木曜日: 24 時間営業 | 金曜日: 24 時間営業 | 土曜日: 24 時間営業 | 日曜日: 24 時間営業,,,,https://maps.google.com/?cid=7195356733454386108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.city.kyoto.lg.jp/kensetu/page/0000082746.html,places/ChIJt_GuxSwIAWARvIPDkdMK22M/photos/Ab43m-skUOPE10x705_aWg1IDevEdQ_S1lTQo7uN8iAtQoZCSW9wWXJWl-xoHJ2DYAoQJVfyGaIxmDJUHvBujLpx7SWIUcpGd8o_sEGBsH1RPCzyxLPtgWLs3p_PydXqFj6qj6DgSGI46P09F9WL_LBq2kHzVQQAhDKlyPlUSfBQWQqHV1kGJT0WavR5RmQ6WM3uDpnkGvA8AGU_KjEmtNitCKjGUmANY-OS7OBh39eEwL8rQMIFVOxnCrUpj85_TZHLltooOPwV1SWzeUCGm_FAewabj15JTT0yG_4ppBnPAMkJQdM7tmHdcTKZSsfIn5hpWFgnKyMxdaHh8yaZk-Hr8p0shkz1wFUz9G-1z00_gmyL3_uW3OBTPV-L_1Mo7sW0l9CqF8AjadnoSAWWeI1xDrzPMaAWHlcwyJ8UC_4f9n9WzTL6
觀光景點,紫宸殿,紫宸殿,〒602-0881 京都府京都市上京区京都御苑３ 京都御所,35.024179499999995,135.76214729999998,4.27,4.6,114,,月曜日: 定休日 | 火曜日: 9時00分～17時00分 | 水曜日: 9時00分～17時00分 | 木曜日: 9時00分～17時00分 | 金曜日: 9時00分～17時00分 | 土曜日: 9時00分～17時00分 | 日曜日: 9時00分～17時00分,,,,https://maps.google.com/?cid=8773950714735542053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://sankan.kunaicho.go.jp/multilingual/kyoto/place07.html,places/ChIJIWCiKGUIAWARJb-YTLBVw3k/photos/Ab43m-uIp0kz143I6K8sFfBeCYLAX6YlQAoRxGCFjuHnlZ0o0aiqRCBHwMOmeFIg0QbJzRCs3c7NXno6i4lv__Mbhw-Ofxw0Heo3QCpmKNhob22CczE0oio8uNISWnmmZ-hVdWVGC76XecF6TQxV8RK6AnMt7peRgfU3p1DwVimNFt0RJK0lHHYDlB--cD7OkV27S6RAVDXNMU9SGLlSP2yCF807X80icsFMqg8iIwZYEUg7TBkrMcwkjW8gFDj2j9Bgm2Kz9gGFkFcU_c0LmmwvU_KAm3PMKvN41-qdOCiB9qL7pcNBE-_67NcAsgx_u2R4GzpdOInQRCnkJF1lZWU4LoS83YJEvsu1htg7w_ATvZRlmJ-PHBPqvqWW8ZcO86sEZfo1U9mGEqo2BP0_pTTy73XGUxCRS7Wrth6stMvzCQFK9M1xjn7k1IQs2XKOjEzp
